ID	Pair.Name	Ligand.ApprovedSymbol	Ligand.Name	Receptor.ApprovedSymbol	Receptor.Name	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	HPMR.Ligand	HPMR.Receptor	PMID.Manual	Pair.Source	Pair.Evidence
144	B2M_HFE	B2M	beta-2-microglobulin	HFE	hemochromatosis	NA	NA	NA	HPRD	STRING.binding	STRING.experiment	NA	HFE	NA	novel	literature supported
145	B2M_HLA-F	B2M	beta-2-microglobulin	HLA-F	major histocompatibility complex, class I, F	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
146	B2M_KIR2DL1	B2M	beta-2-microglobulin	KIR2DL1	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1	NA	NA	NA	NA	STRING.binding	STRING.experiment	NA	KIR2DL1	NA	novel	putative
147	B2M_KIR2DL3	B2M	beta-2-microglobulin	KIR2DL3	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 3	NA	NA	NA	NA	STRING.binding	STRING.experiment	NA	KIR2DL3	NA	novel	putative
148	B2M_KIR3DL1	B2M	beta-2-microglobulin	KIR3DL1	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1	NA	NA	NA	NA	STRING.binding	STRING.experiment	NA	KIR3DL1	NA	novel	putative
149	B2M_KLRC1	B2M	beta-2-microglobulin	KLRC1	killer cell lectin-like receptor subfamily C, member 1	NA	NA	NA	NA	STRING.binding	STRING.experiment	NA	KLRC1	NA	novel	putative
150	B2M_KLRD1	B2M	beta-2-microglobulin	KLRD1	killer cell lectin-like receptor subfamily D, member 1	NA	NA	NA	NA	STRING.binding	STRING.experiment	NA	KLRD1	NA	novel	putative
151	B2M_LILRB1	B2M	beta-2-microglobulin	LILRB1	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1	NA	NA	NA	HPRD	STRING.binding	STRING.experiment	NA	LILRB1	NA	novel	literature supported
152	B2M_LILRB2	B2M	beta-2-microglobulin	LILRB2	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2	NA	NA	NA	NA	STRING.binding	STRING.experiment	NA	LILRB2	NA	novel	putative
153	B2M_TFRC	B2M	beta-2-microglobulin	TFRC	transferrin receptor	NA	NA	NA	NA	STRING.binding	STRING.experiment	NA	TFRC	NA	novel	putative
154	BCAN_EGFR	BCAN	brevican	EGFR	epidermal growth factor receptor	NA	NA	NA	NA	STRING.binding	NA	NA	EGFR	NA	novel	putative
155	BCAN_NRCAM	BCAN	brevican	NRCAM	neuronal cell adhesion molecule	NA	NA	NA	NA	STRING.binding	NA	NA	NA	NA	novel	putative
156	BDNF_DDR1	BDNF	brain-derived neurotrophic factor	DDR1	discoidin domain receptor tyrosine kinase 1	NA	NA	NA	NA	STRING.binding	NA	BDNF	DDR1	NA	novel	putative
157	BDNF_DRD4	BDNF	brain-derived neurotrophic factor	DRD4	dopamine receptor D4	NA	NA	NA	NA	STRING.binding	NA	BDNF	DRD4	NA	novel	putative
158	BDNF_NGFR	BDNF	brain-derived neurotrophic factor	NGFR	nerve growth factor receptor	DLRP	NA	IUPHAR	NA	STRING.binding	NA	BDNF	NGFR	NA	known	literature supported
159	BDNF_NGFRAP1	BDNF	brain-derived neurotrophic factor	NGFRAP1	nerve growth factor receptor (TNFRSF16) associated protein 1	NA	HPMR	NA	NA	NA	NA	BDNF	NGFRAP1	NA	known	literature supported
160	BDNF_NTRK2	BDNF	brain-derived neurotrophic factor	NTRK2	neurotrophic tyrosine kinase, receptor, type 2	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	BDNF	NTRK2	NA	known	literature supported
161	BDNF_SORT1	BDNF	brain-derived neurotrophic factor	SORT1	sortilin 1	NA	NA	NA	HPRD	STRING.binding	STRING.experiment	BDNF	SORT1	NA	novel	literature supported
162	BGN_LY96	BGN	biglycan	LY96	lymphocyte antigen 96	NA	NA	NA	NA	STRING.binding	NA	NA	LY96	NA	novel	putative
163	BGN_TLR1	BGN	biglycan	TLR1	toll-like receptor 1	NA	NA	NA	NA	STRING.binding	NA	NA	TLR1	NA	novel	putative
164	BGN_TLR2	BGN	biglycan	TLR2	toll-like receptor 2	NA	NA	NA	NA	STRING.binding	NA	NA	TLR2	16025156	novel	literature supported
165	BGN_TLR4	BGN	biglycan	TLR4	toll-like receptor 4	NA	NA	NA	NA	STRING.binding	NA	NA	TLR4	16025156	novel	literature supported
166	BMP10_ACVR1	BMP10	bone morphogenetic protein 10	ACVR1	activin A receptor, type I	DLRP	NA	NA	NA	NA	NA	BMP10	ACVR1	NA	known	putative
167	BMP10_ACVR2A	BMP10	bone morphogenetic protein 10	ACVR2A	activin A receptor, type IIA	DLRP	HPMR	NA	NA	NA	NA	BMP10	ACVR2A	NA	known	literature supported
168	BMP10_ACVR2B	BMP10	bone morphogenetic protein 10	ACVR2B	activin A receptor, type IIB	DLRP	NA	NA	NA	NA	NA	BMP10	ACVR2B	NA	known	putative
169	BMP10_ACVRL1	BMP10	bone morphogenetic protein 10	ACVRL1	activin A receptor type II-like 1	NA	HPMR	NA	NA	NA	NA	BMP10	ACVRL1	NA	known	literature supported
170	BMP10_BMPR1A	BMP10	bone morphogenetic protein 10	BMPR1A	bone morphogenetic protein receptor, type IA	DLRP	HPMR	NA	NA	NA	NA	BMP10	BMPR1A	NA	known	literature supported
171	BMP10_BMPR1B	BMP10	bone morphogenetic protein 10	BMPR1B	bone morphogenetic protein receptor, type IB	DLRP	NA	NA	NA	NA	NA	BMP10	BMPR1B	16049014	known	literature supported
172	BMP10_BMPR2	BMP10	bone morphogenetic protein 10	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	DLRP	HPMR	NA	NA	NA	NA	BMP10	BMPR2	NA	known	literature supported
173	BMP10_ENG	BMP10	bone morphogenetic protein 10	ENG	endoglin	NA	NA	NA	NA	NA	NA	NA	NA	21737454	novel	literature supported
174	BMP15_ACVR1	BMP15	bone morphogenetic protein 15	ACVR1	activin A receptor, type I	DLRP	NA	NA	NA	NA	NA	BMP15	ACVR1	NA	known	putative
175	BMP15_ACVR2A	BMP15	bone morphogenetic protein 15	ACVR2A	activin A receptor, type IIA	DLRP	NA	NA	NA	NA	NA	BMP15	ACVR2A	2419820	known	literature supported
176	BMP15_ACVR2B	BMP15	bone morphogenetic protein 15	ACVR2B	activin A receptor, type IIB	DLRP	NA	NA	NA	NA	NA	BMP15	ACVR2B	NA	known	putative
177	BMP15_BMPR1A	BMP15	bone morphogenetic protein 15	BMPR1A	bone morphogenetic protein receptor, type IA	DLRP	NA	NA	NA	NA	NA	BMP15	BMPR1A	2419820	known	literature supported
178	BMP15_BMPR1B	BMP15	bone morphogenetic protein 15	BMPR1B	bone morphogenetic protein receptor, type IB	DLRP	HPMR	NA	HPRD	STRING.binding	NA	BMP15	BMPR1B	NA	known	literature supported
179	BMP15_BMPR2	BMP15	bone morphogenetic protein 15	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	DLRP	HPMR	NA	NA	STRING.binding	NA	BMP15	BMPR2	NA	known	literature supported
180	BMP2_ACVR1	BMP2	bone morphogenetic protein 2	ACVR1	activin A receptor, type I	DLRP	NA	NA	HPRD	NA	NA	BMP2	ACVR1	NA	known	literature supported
181	BMP2_ACVR2A	BMP2	bone morphogenetic protein 2	ACVR2A	activin A receptor, type IIA	DLRP	NA	NA	NA	STRING.binding	NA	BMP2	ACVR2A	21702718	known	literature supported
182	BMP2_ACVR2B	BMP2	bone morphogenetic protein 2	ACVR2B	activin A receptor, type IIB	DLRP	NA	NA	HPRD	STRING.binding	STRING.experiment	BMP2	ACVR2B	NA	known	literature supported
183	BMP2_BMPR1A	BMP2	bone morphogenetic protein 2	BMPR1A	bone morphogenetic protein receptor, type IA	DLRP	HPMR	NA	HPRD	NA	NA	BMP2	BMPR1A	NA	known	literature supported
184	BMP2_BMPR1B	BMP2	bone morphogenetic protein 2	BMPR1B	bone morphogenetic protein receptor, type IB	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	BMP2	BMPR1B	NA	known	literature supported
185	BMP2_BMPR2	BMP2	bone morphogenetic protein 2	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	BMP2	BMPR2	NA	known	literature supported
186	BMP2_ENG	BMP2	bone morphogenetic protein 2	ENG	endoglin	NA	NA	NA	HPRD	STRING.binding	NA	BMP2	ENG	NA	novel	literature supported
187	BMP2_HFE2	BMP2	bone morphogenetic protein 2	HFE2	hemochromatosis type 2 (juvenile)	NA	NA	NA	NA	STRING.binding	NA	BMP2	NA	18287331	novel	literature supported
188	BMP3_ACVR1	BMP3	bone morphogenetic protein 3	ACVR1	activin A receptor, type I	DLRP	NA	NA	NA	NA	NA	NA	ACVR1	NA	known	putative
189	BMP3_ACVR2A	BMP3	bone morphogenetic protein 3	ACVR2A	activin A receptor, type IIA	DLRP	NA	NA	NA	STRING.binding	NA	NA	ACVR2A	NA	known	putative
190	BMP3_ACVR2B	BMP3	bone morphogenetic protein 3	ACVR2B	activin A receptor, type IIB	DLRP	NA	NA	NA	NA	NA	NA	ACVR2B	22074949	known	literature supported
191	BMP3_BMPR1A	BMP3	bone morphogenetic protein 3	BMPR1A	bone morphogenetic protein receptor, type IA	DLRP	NA	NA	NA	NA	NA	NA	BMPR1A	NA	known	putative
192	BMP3_BMPR1B	BMP3	bone morphogenetic protein 3	BMPR1B	bone morphogenetic protein receptor, type IB	DLRP	NA	NA	NA	NA	NA	NA	BMPR1B	NA	known	putative
193	BMP3_BMPR2	BMP3	bone morphogenetic protein 3	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	DLRP	NA	NA	NA	NA	NA	NA	BMPR2	NA	known	putative
194	BMP4_ACVR1	BMP4	bone morphogenetic protein 4	ACVR1	activin A receptor, type I	DLRP	NA	NA	NA	NA	NA	BMP4	ACVR1	NA	known	putative
195	BMP4_ACVR2A	BMP4	bone morphogenetic protein 4	ACVR2A	activin A receptor, type IIA	DLRP	NA	NA	NA	NA	NA	BMP4	ACVR2A	NA	known	putative
196	BMP4_ACVR2B	BMP4	bone morphogenetic protein 4	ACVR2B	activin A receptor, type IIB	DLRP	NA	NA	NA	NA	NA	BMP4	ACVR2B	NA	known	putative
197	BMP4_BMPR1A	BMP4	bone morphogenetic protein 4	BMPR1A	bone morphogenetic protein receptor, type IA	DLRP	HPMR	NA	HPRD	NA	NA	BMP4	BMPR1A	NA	known	literature supported
198	BMP4_BMPR1B	BMP4	bone morphogenetic protein 4	BMPR1B	bone morphogenetic protein receptor, type IB	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	BMP4	BMPR1B	NA	known	literature supported
199	BMP4_BMPR2	BMP4	bone morphogenetic protein 4	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	BMP4	BMPR2	NA	known	literature supported
200	BMP4_HFE2	BMP4	bone morphogenetic protein 4	HFE2	hemochromatosis type 2 (juvenile)	NA	NA	NA	NA	STRING.binding	NA	BMP4	NA	NA	novel	putative
201	BMP5_ACVR1	BMP5	bone morphogenetic protein 5	ACVR1	activin A receptor, type I	DLRP	NA	NA	NA	NA	NA	NA	ACVR1	NA	known	putative
202	BMP5_ACVR2A	BMP5	bone morphogenetic protein 5	ACVR2A	activin A receptor, type IIA	DLRP	NA	NA	NA	NA	NA	NA	ACVR2A	NA	known	putative
203	BMP5_ACVR2B	BMP5	bone morphogenetic protein 5	ACVR2B	activin A receptor, type IIB	DLRP	NA	NA	NA	NA	NA	NA	ACVR2B	NA	known	putative
204	BMP5_BMPR1A	BMP5	bone morphogenetic protein 5	BMPR1A	bone morphogenetic protein receptor, type IA	DLRP	NA	NA	HPRD	NA	NA	NA	BMPR1A	NA	known	literature supported
205	BMP5_BMPR1B	BMP5	bone morphogenetic protein 5	BMPR1B	bone morphogenetic protein receptor, type IB	DLRP	NA	NA	NA	NA	NA	NA	BMPR1B	NA	known	putative
206	BMP5_BMPR2	BMP5	bone morphogenetic protein 5	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	DLRP	NA	NA	NA	NA	NA	NA	BMPR2	NA	known	putative
207	BMP5_HFE2	BMP5	bone morphogenetic protein 5	HFE2	hemochromatosis type 2 (juvenile)	NA	NA	NA	NA	STRING.binding	NA	NA	NA	NA	novel	putative
208	BMP6_ACVR1	BMP6	bone morphogenetic protein 6	ACVR1	activin A receptor, type I	DLRP	HPMR	NA	NA	NA	NA	BMP6	ACVR1	NA	known	literature supported
209	BMP6_ACVR2A	BMP6	bone morphogenetic protein 6	ACVR2A	activin A receptor, type IIA	DLRP	NA	NA	HPRD	STRING.binding	STRING.experiment	BMP6	ACVR2A	NA	known	literature supported
210	BMP6_ACVR2B	BMP6	bone morphogenetic protein 6	ACVR2B	activin A receptor, type IIB	DLRP	NA	NA	NA	NA	NA	BMP6	ACVR2B	NA	known	putative
211	BMP6_BMPR1A	BMP6	bone morphogenetic protein 6	BMPR1A	bone morphogenetic protein receptor, type IA	DLRP	HPMR	NA	HPRD	NA	NA	BMP6	BMPR1A	NA	known	literature supported
212	BMP6_BMPR1B	BMP6	bone morphogenetic protein 6	BMPR1B	bone morphogenetic protein receptor, type IB	DLRP	NA	NA	HPRD	STRING.binding	NA	BMP6	BMPR1B	NA	known	literature supported
213	BMP6_BMPR2	BMP6	bone morphogenetic protein 6	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	DLRP	NA	NA	HPRD	STRING.binding	STRING.experiment	BMP6	BMPR2	NA	known	literature supported
214	BMP7_ACVR1	BMP7	bone morphogenetic protein 7	ACVR1	activin A receptor, type I	DLRP	HPMR	NA	HPRD	STRING.binding	NA	BMP7	ACVR1	NA	known	literature supported
215	BMP7_ACVR2A	BMP7	bone morphogenetic protein 7	ACVR2A	activin A receptor, type IIA	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	BMP7	ACVR2A	NA	known	literature supported
216	BMP7_ACVR2B	BMP7	bone morphogenetic protein 7	ACVR2B	activin A receptor, type IIB	DLRP	NA	NA	HPRD	NA	NA	BMP7	ACVR2B	NA	known	literature supported
217	BMP7_BMPR1A	BMP7	bone morphogenetic protein 7	BMPR1A	bone morphogenetic protein receptor, type IA	DLRP	HPMR	NA	HPRD	NA	NA	BMP7	BMPR1A	NA	known	literature supported
218	BMP7_BMPR1B	BMP7	bone morphogenetic protein 7	BMPR1B	bone morphogenetic protein receptor, type IB	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	BMP7	BMPR1B	NA	known	literature supported
219	BMP7_BMPR2	BMP7	bone morphogenetic protein 7	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	DLRP	NA	NA	HPRD	STRING.binding	STRING.experiment	BMP7	BMPR2	NA	known	literature supported
220	BMP7_ENG	BMP7	bone morphogenetic protein 7	ENG	endoglin	NA	NA	NA	HPRD	NA	NA	BMP7	ENG	NA	novel	literature supported
221	BMP8B_ACVR1	BMP8B	bone morphogenetic protein 8b	ACVR1	activin A receptor, type I	DLRP	NA	NA	NA	NA	NA	NA	ACVR1	NA	known	putative
222	BMP8B_ACVR2A	BMP8B	bone morphogenetic protein 8b	ACVR2A	activin A receptor, type IIA	DLRP	NA	NA	NA	NA	NA	NA	ACVR2A	NA	known	putative
223	BMP8B_ACVR2B	BMP8B	bone morphogenetic protein 8b	ACVR2B	activin A receptor, type IIB	DLRP	NA	NA	NA	NA	NA	NA	ACVR2B	NA	known	putative
224	BMP8B_BMPR1A	BMP8B	bone morphogenetic protein 8b	BMPR1A	bone morphogenetic protein receptor, type IA	DLRP	NA	NA	NA	NA	NA	NA	BMPR1A	NA	known	putative
225	BMP8B_BMPR1B	BMP8B	bone morphogenetic protein 8b	BMPR1B	bone morphogenetic protein receptor, type IB	DLRP	NA	NA	NA	NA	NA	NA	BMPR1B	NA	known	putative
226	BMP8B_BMPR2	BMP8B	bone morphogenetic protein 8b	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	DLRP	NA	NA	NA	NA	NA	NA	BMPR2	NA	known	putative
227	BST1_CAV1	BST1	bone marrow stromal cell antigen 1	CAV1	caveolin 1, caveolae protein, 22kDa	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
228	BTC_EGFR	BTC	betacellulin	EGFR	epidermal growth factor receptor	DLRP	HPMR	IUPHAR	HPRD	NA	NA	BTC	EGFR	NA	known	literature supported
229	BTC_ERBB2	BTC	betacellulin	ERBB2	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2	NA	NA	NA	HPRD	NA	NA	BTC	ERBB2	NA	novel	literature supported
230	BTC_ERBB3	BTC	betacellulin	ERBB3	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3	DLRP	NA	NA	NA	NA	NA	BTC	ERBB3	9312020	known	literature supported
231	BTC_ERBB4	BTC	betacellulin	ERBB4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	DLRP	HPMR	IUPHAR	HPRD	NA	NA	BTC	ERBB4	NA	known	literature supported
232	BTLA_CD247	BTLA	B and T lymphocyte associated	CD247	CD247 molecule	NA	NA	NA	NA	STRING.binding	NA	NA	NA	NA	novel	putative
233	BTLA_CD79A	BTLA	B and T lymphocyte associated	CD79A	CD79a molecule, immunoglobulin-associated alpha	NA	NA	NA	NA	STRING.binding	NA	NA	NA	19155498	novel	literature supported
234	BTLA_TNFRSF14	BTLA	B and T lymphocyte associated	TNFRSF14	tumor necrosis factor receptor superfamily, member 14	NA	NA	IUPHAR	HPRD	STRING.binding	STRING.experiment	NA	TNFRSF14	NA	known	literature supported
235	BTLA_VTCN1	BTLA	B and T lymphocyte associated	VTCN1	V-set domain containing T cell activation inhibitor 1	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
236	C1QA_CD93	C1QA	complement component 1, q subcomponent, A chain	CD93	CD93 molecule	NA	NA	NA	HPRD	NA	NA	NA	CD93	NA	novel	literature supported
237	C1QA_CR1	C1QA	complement component 1, q subcomponent, A chain	CR1	complement component (3b/4b) receptor 1 (Knops blood group)	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
238	C1QA_CSPG4	C1QA	complement component 1, q subcomponent, A chain	CSPG4	chondroitin sulfate proteoglycan 4	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
239	C1QB_LRP1	C1QB	complement component 1, q subcomponent, B chain	LRP1	low density lipoprotein receptor-related protein 1	NA	NA	NA	NA	NA	NA	NA	NA	11560994	novel	literature supported
240	C1QTNF1_AVPR2	C1QTNF1	C1q and tumor necrosis factor related protein 1	AVPR2	arginine vasopressin receptor 2	NA	NA	NA	HPRD	NA	NA	NA	AVPR2	NA	novel	literature supported
241	C1QTNF5_MFRP	C1QTNF5	C1q and tumor necrosis factor related protein 5	MFRP	membrane frizzled-related protein	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
242	C1orf112_PLSCR4	C1ORF112	chromosome 1 open reading frame 112	PLSCR4	phospholipid scramblase 4	NA	NA	NA	NA	STRING.binding	NA	NA	NA	NA	novel	putative
243	C1orf194_PLSCR4	C1ORF194	chromosome 1 open reading frame 194	PLSCR4	phospholipid scramblase 4	NA	NA	NA	NA	STRING.binding	NA	NA	NA	NA	novel	putative
244	C1orf200_LY6G6C	C1ORF200	chromosome 1 open reading frame 200	LY6G6C	lymphocyte antigen 6 complex, locus G6C	NA	NA	NA	NA	STRING.binding	NA	NA	NA	NA	novel	putative
245	C1orf200_SLC16A4	C1ORF200	chromosome 1 open reading frame 200	SLC16A4	solute carrier family 16, member 4	NA	NA	NA	NA	STRING.binding	NA	NA	NA	NA	novel	putative
246	C3_C3AR1	C3	complement component 3	C3AR1	complement component 3a receptor 1	NA	HPMR	IUPHAR	HPRD	STRING.binding	NA	C3	C3AR1	NA	known	literature supported
247	C3_C5AR2	C3	complement component 3	C5AR2	complement component 5a receptor 2	NA	NA	NA	HPRD	NA	NA	C3	GPR77	NA	novel	literature supported
248	C3_CD19	C3	complement component 3	CD19	CD19 molecule	NA	NA	NA	NA	STRING.binding	NA	C3	NA	15454921	novel	literature supported
249	C3_CD46	C3	complement component 3	CD46	CD46 molecule, complement regulatory protein	NA	NA	NA	HPRD	STRING.binding	NA	C3	NA	NA	novel	literature supported
250	C3_CD81	C3	complement component 3	CD81	CD81 molecule	NA	NA	NA	NA	STRING.binding	NA	C3	CD81	NA	novel	putative
251	C3_CR1	C3	complement component 3	CR1	complement component (3b/4b) receptor 1 (Knops blood group)	NA	NA	NA	HPRD	STRING.binding	NA	C3	NA	NA	novel	literature supported
252	C3_IFITM1	C3	complement component 3	IFITM1	interferon induced transmembrane protein 1	NA	NA	NA	NA	STRING.binding	NA	C3	NA	NA	novel	putative
253	C3_ITGAM	C3	complement component 3	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)	NA	NA	NA	HPRD	STRING.binding	NA	C3	ITGAM	NA	novel	literature supported
254	C3_ITGAX	C3	complement component 3	ITGAX	integrin, alpha X (complement component 3 receptor 4 subunit)	NA	HPMR	NA	HPRD	STRING.binding	STRING.experiment	C3	ITGAX	NA	known	literature supported
255	C3_ITGB2	C3	complement component 3	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	NA	HPMR	NA	NA	STRING.binding	NA	C3	ITGB2	NA	known	literature supported
256	C3_LRP1	C3	complement component 3	LRP1	low density lipoprotein receptor-related protein 1	NA	HPMR	NA	HPRD	NA	NA	C3	LRP1	NA	known	literature supported
257	C4A_C3AR1	C4A	complement component 4A (Rodgers blood group)	C3AR1	complement component 3a receptor 1	NA	NA	NA	HPRD	NA	NA	NA	C3AR1	NA	novel	literature supported
258	C4A_C5AR2	C4A	complement component 4A (Rodgers blood group)	C5AR2	complement component 5a receptor 2	NA	NA	NA	HPRD	NA	NA	NA	GPR77	NA	novel	literature supported
259	C4A_CR1	C4A	complement component 4A (Rodgers blood group)	CR1	complement component (3b/4b) receptor 1 (Knops blood group)	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
260	C4BPA_BMPR2	C4BPA	complement component 4 binding protein, alpha	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	NA	NA	NA	HPRD	NA	NA	NA	BMPR2	NA	novel	literature supported
261	C4BPA_CD40	C4BPA	complement component 4 binding protein, alpha	CD40	CD40 molecule, TNF receptor superfamily member 5	NA	NA	NA	NA	STRING.binding	NA	NA	CD40	12818164	novel	literature supported
262	C4BPA_LRP1	C4BPA	complement component 4 binding protein, alpha	LRP1	low density lipoprotein receptor-related protein 1	NA	NA	NA	HPRD	NA	NA	NA	LRP1	NA	novel	literature supported
263	C4B_CD46	C4B	complement component 4B (Chido blood group)	CD46	CD46 molecule, complement regulatory protein	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
264	C4B_CR1	C4B	complement component 4B (Chido blood group)	CR1	complement component (3b/4b) receptor 1 (Knops blood group)	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
265	C5_C5AR1	C5	complement component 5	C5AR1	complement component 5a receptor 1	NA	HPMR	IUPHAR	HPRD	STRING.binding	NA	C5	C5AR1	NA	known	literature supported
266	C5_C5AR2	C5	complement component 5	C5AR2	complement component 5a receptor 2	NA	HPMR	IUPHAR	NA	STRING.binding	NA	C5	GPR77	NA	known	literature supported
267	C5orf55_TRAF2	C5ORF55	chromosome 5 open reading frame 55	TRAF2	TNF receptor-associated factor 2	NA	NA	NA	HPRD	NA	NA	NA	TRAF2	NA	novel	literature supported
268	C6orf15_DDR1	C6ORF15	chromosome 6 open reading frame 15	DDR1	discoidin domain receptor tyrosine kinase 1	NA	NA	NA	NA	STRING.binding	NA	NA	DDR1	NA	novel	putative
269	CALCA_CALCR	CALCA	calcitonin-related polypeptide alpha	CALCR	calcitonin receptor	NA	HPMR	IUPHAR	NA	STRING.binding	NA	CALCA	CALCR	NA	known	literature supported
270	CALCA_CALCRL	CALCA	calcitonin-related polypeptide alpha	CALCRL	calcitonin receptor-like	NA	HPMR	NA	HPRD	STRING.binding	STRING.experiment	CALCA	CALCRL	NA	known	literature supported
271	CALCA_RAMP1	CALCA	calcitonin-related polypeptide alpha	RAMP1	receptor (G protein-coupled) activity modifying protein 1	NA	HPMR	NA	HPRD	STRING.binding	NA	CALCA	RAMP1	NA	known	literature supported
272	CALCA_RAMP2	CALCA	calcitonin-related polypeptide alpha	RAMP2	receptor (G protein-coupled) activity modifying protein 2	NA	NA	NA	HPRD	NA	NA	CALCA	RAMP2	NA	novel	literature supported
273	CALCB_CALCR	CALCB	calcitonin-related polypeptide beta	CALCR	calcitonin receptor	NA	NA	IUPHAR	NA	NA	NA	CALCB	CALCR	NA	known	literature supported
274	CALCB_CALCRL	CALCB	calcitonin-related polypeptide beta	CALCRL	calcitonin receptor-like	NA	HPMR	NA	NA	STRING.binding	NA	CALCB	CALCRL	NA	known	literature supported
275	CALCB_RAMP1	CALCB	calcitonin-related polypeptide beta	RAMP1	receptor (G protein-coupled) activity modifying protein 1	NA	HPMR	NA	NA	STRING.binding	NA	CALCB	RAMP1	NA	known	literature supported
360	CALR_HLA-F	CALR	calreticulin	HLA-F	major histocompatibility complex, class I, F	NA	NA	NA	NA	STRING.binding	NA	CALR	NA	NA	novel	putative
361	CALR_ITGA2B	CALR	calreticulin	ITGA2B	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)	NA	NA	NA	HPRD	NA	NA	CALR	ITGA2B	NA	novel	literature supported
362	CALR_ITGA3	CALR	calreticulin	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	NA	NA	NA	HPRD	NA	NA	CALR	ITGA3	NA	novel	literature supported
363	CALR_ITGAV	CALR	calreticulin	ITGAV	integrin, alpha V	NA	NA	NA	HPRD	NA	NA	CALR	ITGAV	NA	novel	literature supported
364	CALR_LRP1	CALR	calreticulin	LRP1	low density lipoprotein receptor-related protein 1	NA	NA	NA	HPRD	STRING.binding	STRING.experiment	CALR	LRP1	NA	novel	literature supported
365	CALR_MTNR1A	CALR	calreticulin	MTNR1A	melatonin receptor 1A	NA	NA	NA	HPRD	NA	NA	CALR	MTNR1A	NA	novel	literature supported
366	CALR_SCARF1	CALR	calreticulin	SCARF1	scavenger receptor class F, member 1	NA	HPMR	NA	HPRD	NA	NA	CALR	SCARF1	NA	known	literature supported
367	CALR_TSHR	CALR	calreticulin	TSHR	thyroid stimulating hormone receptor	NA	NA	NA	HPRD	NA	NA	CALR	TSHR	NA	novel	literature supported
368	CAMP_EGFR	CAMP	cathelicidin antimicrobial peptide	EGFR	epidermal growth factor receptor	NA	NA	NA	NA	STRING.binding	NA	CAMP	EGFR	NA	novel	putative
