"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"260","Amino acid transport across the plasma membrane Homo sapiens R-HSA-352230",0.00153708308429541,0.0427252168431001,0.45505986738723,0.515636042402827,2.26909091794448,15,"SLC7A2;SLC38A3;SLC38A2;SLC3A2;SLC36A1;SLC43A2;SLC1A5;SLC38A4;SLC3A1;SLC38A1;SLC16A10;SLC7A5;SLC6A6;SLC7A1;SLC7A7"
"261","Innate Immune System Homo sapiens R-HSA-168249",0.0015002671684057,0.0427252168431001,0.45505986738723,0.157101635226624,1.38233570799017,532,"TYROBP;CD3G;IGKC;IGLC2;FOS;KLRD1;FGA;FGR;MEF2C;NR4A1;FN1;ISG15;KLRK1;DUSP2;KIT;BCL2;TXK;CD28;LCK;CLU;ITGB2;VTN;PIP4K2A;ABI2;ERBB2;CFH;IGLC3;ACTG1;IKBKE;C4B;CD55;FYN;C3;IL2RB;CTSS;C6;HSP90B1;LCP2;APBB1IP;RASAL2;TXNIP;IQGAP1;GRAP2;CFI;CTSB;FCER1G;CAMK2B;TLR3;IGLC1;CCR6;CCR2;LY86;FGG;ADCY3;JAK1;LAT;LGMN;PYCARD;IL2;FGB;RASGRP3;IL2RG;KLRC2;EGFR;CTSL;NFATC1;CSF2RB;PELI1;LY96;INSR;PIK3CD;SPTBN1;TRIM25;CRP;CFB;TNRC6B;C8A;ADCY7;JUN;APP;SOCS1;MYH9;LYN;MYO1C;PIK3C3;ITK;MYO10;NLRC5;CASP1;SPRED2;CASP2;CD247;CD19;NLRX1;PANX1;VAV1;WIPF1;B2M;NFATC2;CDKN1A;MASP1;ADCY9;ITGA2B;TRAF2;SPRED1;ARPC1B;CYFIP2;RASA1;ARRB1;POLR1C;PTK2;PRKCE;ATF2;MALT1;ERBB3;RNF216;RIPK2;EEA1;RPS6KA5;TLN1;PRKCSH;JAK3;RICTOR;ARRB2;PIP4K2C;BAIAP2;MAP3K14;SPTAN1;NFKB1;IRS2;PRR5;PTPRA;RASA2;ACTR3;AGO2;IL17RD;NFATC3;SPTBN2;ELMO1;NCKAP1L;DUSP3;RASGRP1;C8G;MAPK12;AKAP9;XRCC5;CYLD;PPP2R5B;IL1B;ITPR2;IRAK2;LRRFIP1;SIGIRR;PHLPP2;CREB1;PIK3CA;PLD1;PSME3;C9;TRIM56;POLR3F;PPP3CA;SYK;PRKCQ;WAS;MLST8;ITPR1;ARAF;CD86;MYD88;RASGRP4;C5AR1"
"262","Regulation of Complement cascade Homo sapiens R-HSA-977606",0.00146345126385606,0.0427252168431001,0.45505986738723,0.489718780560354,2.23164653787044,17,"VTN;CFH;C4B;CD55;C3;C6;CFI;CFB;C8A;C8G;C9;C5AR1"
"263","p130Cas linkage to MAPK signaling for integrins Homo sapiens R-HSA-372708",0.00142663537152433,0.0427252168431001,0.45505986738723,0.535307792127025,2.2553115961932,13,"FGA;FN1;APBB1IP;FGG;FGB;ITGA2B;PTK2;TLN1"
"264","Parathyroid hormone synthesis, secretion and action",0.00320034002961065,0.0428567273530469,0.431707695803346,0.276830612372698,1.81428628819701,70,"FOS;MEF2C;BCL2;EGR1;GATA3;ADCY3;TNFSF11;EGFR;ADCY7;ARHGEF1;GNAI2;PLCB2;PLCB1;CDKN1A;ADCY9;PDE4B;PRKCB;ARRB1;ATF2;ARRB2;GNAQ;ITPR2;RUNX2;AKAP13;CREB1;PLD1;ITPR1;ARAF;CREB3L2;MAFB;PDE4D;ATF6B;MEF2A;CREB3;PLCB4;MEF2D;PLCB3;LRP6;FGFR1;GNA13;JUND"
"265","RHO GTPases activate IQGAPs Homo sapiens R-HSA-5626467",0.00162912291858747,0.0444602454690872,0.45505986738723,0.601321997688214,2.33537660657756,10,"IQGAP1;CDH1;IQGAP2;MEN1;CLIP1"
"266","Fibrinolysis pathway",0.00290435828888476,0.0447031641784016,0.431707695803346,0.536147066682851,2.22793289492682,11,"FGA;PLG;FGG;FGB;F2;F2R;CPB2;ZFHX3"
"267","regulation of cell adhesion mediated by integrin (GO:0033628)",0.00072813002286025,0.0455755458753267,0.477270815362862,0.469870274894438,2.26237509814517,20,"DPP4;EPHA2;ADA;LYN;FERMT3;ACER2;PTK2;EFNA1;NCOA3;TESC;HRG;NCKAP1L;SYK"
"268","Amino acid and oligopeptide SLC transporters",0.00301535139987831,0.045937955510391,0.431707695803346,0.453586307018696,2.20091825871092,19,"SLC7A2;SLC38A3;SLC38A2;SLC3A2;SLC36A1;SLC43A2;SLC1A5;SLC38A4;SLC3A1;SLC38A1;SLC16A10;SLC17A5;SLC15A4;SLC7A5;SLC6A6;SLC7A1;SLC7A7"
"269","negative regulation of cellular response to hypoxia (GO:1900038)",0.000764765024259939,0.0467151647349143,0.477270815362862,0.804053296603371,2.5192679298664,5,"CD34;TMBIM6;HYOU1"
"270","reverse cholesterol transport (GO:0043691)",0.000755606271819847,0.0467151647349143,0.477270815362862,0.520609860302565,2.31303774965024,15,"APOA5;CLU;APOC2;APOA4;APOA1;ABCA1;LCAT;APOE;APOM;ABCG1;SCARB1;APOA2;APOC3"
"271","Natural killer cell-mediated cytotoxicity",0.00312634456219275,0.0471478023369069,0.431707695803346,0.262180926180564,1.78159655205757,80,"TYROBP;RAC2;KLRD1;KLRK1;NCR1;LCK;ITGB2;HCST;IFNGR1;FYN;LCP2;ICAM1;FCER1G;GZMB;ITGAL;LAT;CD48;KLRC2;NFATC1;PIK3CD;SH2D1A;IFNG;CD247;VAV1;NFATC2;PIK3R5;PRKCB;BID;NFATC3;PIK3CA;PPP3CA;SYK;ARAF;IFNAR2;NFAT5;FAS;VAV3;VAV2;PTPN6"
"272","Ephrin receptor B forward pathway",0.0033113332660809,0.0494382056625878,0.431707695803346,0.314144100686073,1.93476185709092,49,"FGA;FGR;LCK;EFNB2;FYN;MAP4K4;CXCR4;FGG;FGB;EFNB1;EPHB4;TIAM1;BLK;LYN;ITSN1;ITGA2B;RASA1;PTK2;RGS3;PXN;KALRN;PIK3CA"
"273","B cell activation (GO:0042113)",0.000819717564893581,0.0494400349513955,0.477270815362862,0.348204672928118,2.08978960364461,46,"CD79A;CD79B;PTPRC;MS4A1;BANK1;MEF2C;BCL2;VCAM1;GPR183;LEF1;PIK3CD;KLF6;ITGA4;ITGB1;CD40LG;LAX1;CR2;PRKCB;MALT1;JAK3"
"274","regulation of heterotypic cell-cell adhesion (GO:0034114)",0.000828876325615112,0.0494400349513955,0.477270815362862,0.520216939602898,2.35684123740952,16,"FGA;CD44;THY1;FGG;MYADM;FGB;APOA1;GCNT2;KLF4;MBP;IL1B"
